Date,Maximum,Minimum,Average,Departure,HDD,CDD,Precipitation,New Snow,Snow Depth,
2017-07-17,88,64,76,2.1,0,11,0,0,0,
2017-07-18,90,71,80.5,6.5,0,16,T,0,0,
2017-07-19,93,71,82,8,0,17,0,0,0,
2017-07-20,93,70,81.5,7.5,0,17,0.5,0,0,
2017-07-21,90,68,79,5,0,14,0,0,0,
2017-07-22,85,65,75,1,0,10,T,0,0,
2017-07-23,82,68,75,1,0,10,0,0,0,
2017-07-24,68,56,62,-12,3,0,1.36,0,0,
2017-07-25,68,57,62.5,-11.4,2,0,T,0,0,
2017-07-26,81,53,67,-6.9,0,2,0,0,0,
2017-07-27,73,61,67,-6.9,0,2,0.02,0,0,
2017-07-28,84,62,73,-0.8,0,8,0,0,0,
2017-07-29,78,58,68,-5.8,0,3,0,0,0,
2017-07-30,83,53,68,-5.7,0,3,0,0,0,
2017-07-31,88,55,71.5,-2.2,0,7,0,0,0,
2017-08-01,89,62,75.5,1.9,0,11,0,0,0,
2017-08-02,90,65,77.5,3.9,0,13,0.17,0,0,
2017-08-03,86,65,75.5,2,0,11,0,0,0,
2017-08-04,87,68,77.5,4.1,0,13,0.01,0,0,
2017-08-05,82,64,73,-0.3,0,8,1.52,0,0,
2017-08-06,79,59,69,-4.3,0,4,0,0,0,
2017-08-07,71,58,64.5,-8.7,0,0,0.03,0,0,
2017-08-08,80,62,71,-2.1,0,6,0.01,0,0,
2017-08-09,86,53,69.5,-3.5,0,5,0,0,0,
2017-08-10,88,59,73.5,0.6,0,9,0,0,0,
2017-08-11,85,61,73,0.2,0,8,0.11,0,0,
2017-08-12,81,63,72,-0.7,0,7,0.17,0,0,
2017-08-13,85,67,76,3.4,0,11,0,0,0,
2017-08-14,82,58,70,-2.4,0,5,0,0,0,
2017-08-15,79,67,73,0.7,0,8,0.08,0,0,
2017-08-16,86,62,74,1.8,0,9,0,0,0,
2017-08-17,82,56,69,-3,0,4,0,0,0,
2017-08-18,81,68,74.5,2.6,0,10,0.12,0,0,
2017-08-19,89,69,79,7.3,0,14,0,0,0,
2017-08-20,84,65,74.5,2.9,0,10,0,0,0,
2017-08-21,87,60,73.5,2.1,0,9,0,0,0,
2017-08-22,91,69,80,8.8,0,15,0.39,0,0,
2017-08-23,81,60,70.5,-0.5,0,6,T,0,0,
2017-08-24,80,54,67,-3.8,0,2,0,0,0,
2017-08-25,77,56,66.5,-4.1,0,2,0,0,0,
2017-08-26,76,50,63,-7.4,2,0,0,0,0,
2017-08-27,77,51,64,-6.2,1,0,0,0,0,
2017-08-28,78,51,64.5,-5.4,0,0,0,0,0,
2017-08-29,67,52,59.5,-10.2,5,0,0.03,0,0,
2017-08-30,77,57,67,-2.5,0,2,0.02,0,0,
2017-08-31,79,53,66,-3.2,0,1,0,0,0,
2017-09-01,70,47,58.5,-10.4,6,0,0,0,0,
2017-09-02,69,41,55,-13.6,10,0,0.02,0,0,
2017-09-03,62,52,57,-11.4,8,0,0.9,0,0,
2017-09-04,82,56,69,0.9,0,4,0,0,0,
2017-09-05,87,64,75.5,7.8,0,11,0.13,0,0,
2017-09-06,69,59,64,-3.4,1,0,0.91,0,0,
2017-09-07,75,55,65,-2.1,0,0,0.13,0,0,
2017-09-08,72,51,61.5,-5.3,3,0,0,0,0,
2017-09-09,71,47,59,-7.4,6,0,0,0,0,
2017-09-10,75,49,62,-4.1,3,0,0,0,0,
2017-09-11,79,47,63,-2.7,2,0,0,0,0,
2017-09-12,86,50,68,2.7,0,3,0,0,0,
2017-09-13,83,50,66.5,1.5,0,2,0,0,0,
2017-09-14,79,67,73,8.4,0,8,0.09,0,0,
2017-09-15,84,64,74,9.8,0,9,0,0,0,
2017-09-16,83,61,72,8.2,0,7,0,0,0,
2017-09-17,84,62,73,9.6,0,8,0,0,0,
2017-09-18,76,63,69.5,6.5,0,5,T,0,0,
2017-09-19,75,66,70.5,7.9,0,6,0.01,0,0,
2017-09-20,78,69,73.5,11.3,0,9,T,0,0,
2017-09-21,77,65,71,9.2,0,6,0,0,0,
2017-09-22,78,62,70,8.7,0,5,0,0,0,
2017-09-23,87,62,74.5,13.6,0,10,0,0,0,
2017-09-24,92,60,76,15.5,0,11,0,0,0,
2017-09-25,91,65,78,17.9,0,13,0,0,0,
2017-09-26,89,65,77,17.3,0,12,0,0,0,
2017-09-27,89,64,76.5,17.3,0,12,0,0,0,
2017-09-28,78,53,65.5,6.7,0,1,0,0,0,
2017-09-29,70,44,57,-1.4,8,0,0,0,0,
2017-09-30,58,48,53,-5,12,0,0.06,0,0,
2017-10-01,69,41,55,-2.6,10,0,0,0,0,
2017-10-02,72,38,55,-2.2,10,0,0,0,0,
2017-10-03,72,41,56.5,-0.3,8,0,0,0,0,
2017-10-04,79,46,62.5,6.1,2,0,0,0,0,
2017-10-05,83,59,71,15,0,6,0,0,0,
2017-10-06,78,52,65,9.4,0,0,0,0,0,
2017-10-07,80,57,68.5,13.3,0,4,T,0,0,
2017-10-08,78,69,73.5,18.7,0,9,0.45,0,0,
2017-10-09,74,69,71.5,17.1,0,7,0.27,0,0,
2017-10-10,78,55,66.5,12.5,0,2,0,0,0,
2017-10-11,73,53,63,9.3,2,0,T,0,0,
2017-10-12,64,40,52,-1.3,13,0,0.17,0,0,
2017-10-13,68,37,52.5,-0.4,12,0,0,0,0,
2017-10-14,75,57,66,13.4,0,1,0,0,0,
2017-10-15,76,58,67,14.8,0,2,T,0,0,
2017-10-16,66,41,53.5,1.6,11,0,0.02,0,0,
2017-10-17,59,35,47,-4.6,18,0,0,0,0,
2017-10-18,73,39,56,4.8,9,0,0,0,0,
2017-10-19,74,40,57,6.1,8,0,0,0,0,
2017-10-20,72,47,59.5,8.9,5,0,0,0,0,
2017-10-21,81,40,60.5,10.2,4,0,0,0,0,
2017-10-22,76,43,59.5,9.5,5,0,0,0,0,
2017-10-23,74,45,59.5,9.8,5,0,T,0,0,
2017-10-24,75,64,69.5,20.2,0,5,3.4,0,0,
2017-10-25,69,58,63.5,14.5,1,0,1.35,0,0,
2017-10-26,58,48,53,4.3,12,0,0.37,0,0,
2017-10-27,64,41,52.5,4,12,0,0,0,0,
2017-10-28,69,37,53,4.8,12,0,0,0,0,
2017-10-29,68,57,62.5,14.6,2,0,2.63,0,0,
2017-10-30,68,47,57.5,9.9,7,0,0.11,0,0,
2017-10-31,57,37,47,-0.3,18,0,0,0,0,
2017-11-01,46,30,38,-9,27,0,0.02,0,0,
2017-11-02,72,46,59,12.3,6,0,T,0,0,
2017-11-03,77,46,61.5,15.1,3,0,0.02,0,0,
2017-11-04,57,38,47.5,1.4,17,0,0,0,0,
2017-11-05,52,41,46.5,0.7,18,0,0.01,0,0,
2017-11-06,66,45,55.5,10,9,0,0.04,0,0,
2017-11-07,48,35,41.5,-3.7,23,0,0.09,T,0,
2017-11-08,48,28,38,-6.9,27,0,T,T,0,
2017-11-09,51,24,37.5,-7.1,27,0,T,0,0,
2017-11-10,48,21,34.5,-9.8,30,0,T,0,0,
2017-11-11,38,19,28.5,-15.5,36,0,0,0,0,
2017-11-12,46,21,33.5,-10.2,31,0,0,0,0,
2017-11-13,42,29,35.5,-7.9,29,0,0.01,0,0,
2017-11-14,40,29,34.5,-8.5,30,0,0.05,T,0,
2017-11-15,47,24,35.5,-7.2,29,0,0,0,0,
2017-11-16,47,36,41.5,-0.9,23,0,0.25,0,0,
2017-11-17,43,24,33.5,-8.5,31,0,0,0,0,
2017-11-18,39,21,30,-11.7,35,0,0.08,0,0,
2017-11-19,57,35,46,4.6,19,0,0.29,0,0,
2017-11-20,44,31,37.5,-3.5,27,0,T,T,0,
2017-11-21,58,30,44,3.3,21,0,0,0,0,
2017-11-22,47,34,40.5,0.2,24,0,0.16,0,0,
2017-11-23,44,27,35.5,-4.4,29,0,0,0,0,
2017-11-24,50,24,37,-2.6,28,0,0,0,0,
2017-11-25,58,30,44,4.8,21,0,0,0,0,
2017-11-26,49,32,40.5,1.7,24,0,T,0,0,
2017-11-27,48,27,37.5,-1,27,0,T,T,0,
2017-11-28,45,21,33,-5.1,32,0,0,0,0,
2017-11-29,62,34,48,10.3,17,0,0,0,0,
2017-11-30,44,26,35,-2.3,30,0,0.02,0,0,
2017-12-01,50,32,41,4.1,24,0,0.03,0,0,
2017-12-02,43,25,34,-2.5,31,0,0,0,0,
2017-12-03,40,28,34,-2.2,31,0,0,0,0,
2017-12-04,48,24,36,0.2,29,0,0,0,0,
2017-12-05,59,36,47.5,12.1,17,0,0.46,0,0,
2017-12-06,57,33,45,10,20,0,0.03,0,0,
2017-12-07,46,28,37,2.4,28,0,0,0,0,
2017-12-08,38,24,31,-3.2,34,0,0,0,0,
2017-12-09,33,29,31,-2.8,34,0,0.47,5.5,0,
2017-12-10,37,25,31,-2.5,34,0,T,T,6,
2017-12-11,39,29,34,0.9,31,0,0,0,5,
2017-12-12,36,27,31.5,-1.2,33,0,0.21,T,4,
2017-12-13,27,18,22.5,-9.9,42,0,0,0,2,
2017-12-14,27,16,21.5,-10.5,43,0,0.02,0.4,2,
2017-12-15,23,9,16,-15.6,49,0,0.03,0.3,2,
2017-12-16,32,13,22.5,-8.8,42,0,T,T,2,
2017-12-17,29,11,20,-10.9,45,0,0,0,2,
2017-12-18,35,25,30,-0.6,35,0,T,T,1,
2017-12-19,52,32,42,11.7,23,0,T,0,1,
2017-12-20,46,32,39,9,26,0,T,T,0,
2017-12-21,37,26,31.5,1.9,33,0,0,0,0,
2017-12-22,30,25,27.5,-1.8,37,0,0.03,T,0,
2017-12-23,37,25,31,1.9,34,0,0.7,0,0,
2017-12-24,37,30,33.5,4.7,31,0,0.01,T,T,
2017-12-25,36,22,29,0.5,36,0,0.38,3.3,1,
2017-12-26,25,7,16,-12.2,49,0,0,0,3,
2017-12-27,21,-2,9.5,-18.5,55,0,0,0,3,
2017-12-28,11,2,6.5,-21.3,58,0,0,0,3,
2017-12-29,16,0,8,-19.5,57,0,0,0,2,
2017-12-30,17,-1,8,-19.3,57,0,0.04,0.3,2,
2017-12-31,11,-3,4,-23.1,61,0,0,0,3,
2018-01-01,12,-5,3.5,-23.4,61,0,0,0,3,
2018-01-02,21,-7,7,-19.8,58,0,0,0,3,
2018-01-03,25,2,13.5,-13.1,51,0,0,0,3,
2018-01-04,27,12,19.5,-6.9,45,0,0.68,10.2,3,
2018-01-05,20,6,13,-13.3,52,0,0,T,12,
2018-01-06,11,-2,4.5,-21.7,60,0,0,0,8,
2018-01-07,16,-9,3.5,-22.6,61,0,0,0,8,
2018-01-08,30,16,23,-3,42,0,T,T,8,
2018-01-09,39,21,30,4.1,35,0,0,0,8,
2018-01-10,36,14,25,-0.8,40,0,0,0,7,
2018-01-11,47,24,35.5,9.7,29,0,0,0,6,
2018-01-12,60,39,49.5,23.8,15,0,1.64,0,3,
2018-01-13,59,15,37,11.3,28,0,0.32,0,0,
2018-01-14,25,11,18,-7.6,47,0,0,0,0,
2018-01-15,22,10,16,-9.6,49,0,T,T,0,
2018-01-16,32,17,24.5,-1.1,40,0,T,T,0,
2018-01-17,32,16,24,-1.7,41,0,0.26,3,2,
2018-01-18,29,4,16.5,-9.2,48,0,0,0,3,
2018-01-19,38,17,27.5,1.8,37,0,0,0,2,
2018-01-20,47,28,37.5,11.7,27,0,0,0,2,
2018-01-21,50,24,37,11.2,28,0,T,0,1,
2018-01-22,38,34,36,10.1,29,0,0.05,0,0,
2018-01-23,40,33,36.5,10.5,28,0,0.83,0,0,
2018-01-24,38,20,29,2.9,36,0,0,0,0,
2018-01-25,30,18,24,-2.2,41,0,0,0,0,
2018-01-26,36,11,23.5,-2.8,41,0,0,0,0,
2018-01-27,51,21,36,9.6,29,0,0,0,0,
2018-01-28,50,34,42,15.5,23,0,0.05,0,0,
2018-01-29,44,30,37,10.4,28,0,0,0,0,
2018-01-30,36,20,28,1.2,37,0,0.03,0.5,0,
2018-01-31,32,15,23.5,-3.4,41,0,0,0,0,
2018-02-01,44,27,35.5,8.4,29,0,0.15,0.2,0,
2018-02-02,34,11,22.5,-4.7,42,0,0.2,0.2,0,
2018-02-03,29,9,19,-8.4,46,0,0,0,0,
2018-02-04,43,25,34,6.5,31,0,0.78,0,0,
2018-02-05,38,17,27.5,-0.2,37,0,0.01,0,0,
2018-02-06,34,15,24.5,-3.4,40,0,0.01,0.3,0,
2018-02-07,33,17,25,-3.1,40,0,0.56,1.6,0,
2018-02-08,29,18,23.5,-4.8,41,0,T,0.1,1,
2018-02-09,30,9,19.5,-9,45,0,0.01,T,1,
2018-02-10,44,28,36,7.3,29,0,0.52,0,0,
2018-02-11,41,37,39,10.1,26,0,0.96,0,0,
2018-02-12,43,26,34.5,5.4,30,0,T,0,0,
2018-02-13,35,20,27.5,-1.8,37,0,0,0,0,
2018-02-14,52,25,38.5,9,26,0,0,0,0,
2018-02-15,50,33,41.5,11.8,23,0,0.03,0,0,
2018-02-16,52,34,43,13.1,22,0,0.07,0,0,
2018-02-17,39,23,31,0.9,34,0,0.37,3.3,0,
2018-02-18,41,24,32.5,2.1,32,0,0.13,2,5,
2018-02-19,46,18,32,1.4,33,0,0.13,0,3,
2018-02-20,68,43,55.5,24.7,9,0,0,0,0,
2018-02-21,77,46,61.5,30.5,3,0,0,0,0,
2018-02-22,52,28,40,8.7,25,0,0.11,0.6,0,
2018-02-23,37,27,32,0.5,33,0,0.34,0,1,
2018-02-24,54,36,45,13.2,20,0,0.04,0,0,
2018-02-25,41,36,38.5,6.5,26,0,0.71,0,0,
2018-02-26,52,34,43,10.7,22,0,T,0,0,
2018-02-27,56,33,44.5,12,20,0,0,0,0,
2018-02-28,59,34,46.5,13.7,18,0,0,0,0,
2018-03-01,60,33,46.5,13.4,18,0,0.01,0,0,
2018-03-02,43,35,39,5.7,26,0,1.22,T,0,
2018-03-03,49,37,43,9.4,22,0,0,0,0,
2018-03-04,43,32,37.5,3.6,27,0,0.09,0.3,0,
2018-03-05,45,32,38.5,4.4,26,0,0.02,0.2,1,
2018-03-06,47,26,36.5,2.1,28,0,0,0,0,
2018-03-07,37,30,33.5,-1.2,31,0,0.6,6.7,1,
2018-03-08,39,31,35,0,30,0,0.1,2,8,
2018-03-09,38,23,30.5,-4.8,34,0,T,T,4,
2018-03-10,39,29,34,-1.6,31,0,T,T,3,
2018-03-11,44,28,36,0.1,29,0,0,0,3,
2018-03-12,44,22,33,-3.3,32,0,0,0,2,
2018-03-13,36,29,32.5,-4.1,32,0,0.53,7.1,1,
2018-03-14,39,28,33.5,-3.4,31,0,0.01,0.2,5,
2018-03-15,44,31,37.5,0.3,27,0,0,0,2,
2018-03-16,39,27,33,-4.6,32,0,0,0,0,
2018-03-17,46,22,34,-3.9,31,0,0,0,0,
2018-03-18,36,17,26.5,-11.8,38,0,0,0,0,
2018-03-19,40,21,30.5,-8.1,34,0,0,0,0,
2018-03-20,41,20,30.5,-8.5,34,0,0,0,0,
2018-03-21,39,31,35,-4.4,30,0,T,T,0,
2018-03-22,53,33,43,3.3,22,0,T,0.1,0,
2018-03-23,51,30,40.5,0.4,24,0,0,0,0,
2018-03-24,50,29,39.5,-1,25,0,0,0,0,
2018-03-25,45,24,34.5,-6.4,30,0,T,T,0,
2018-03-26,50,23,36.5,-4.8,28,0,0,0,0,
2018-03-27,49,20,34.5,-7.2,30,0,T,0,0,
2018-03-28,58,37,47.5,5.4,17,0,0.02,0,0,
2018-03-29,54,37,45.5,3,19,0,T,0,0,
2018-03-30,57,39,48,5.1,17,0,0.05,0,0,
2018-03-31,60,36,48,4.7,17,0,0,0,0,
2018-04-01,57,32,44.5,0.8,20,0,T,0,0,
2018-04-02,42,29,35.5,-8.6,29,0,0.28,4.9,1,
2018-04-03,43,26,34.5,-10,30,0,0.46,0,0,
2018-04-04,53,37,45,0.1,20,0,0.15,0,0,
2018-04-05,43,26,34.5,-10.8,30,0,0,0,0,
2018-04-06,41,21,31,-14.7,34,0,0.21,1.3,0,
2018-04-07,46,30,38,-8.2,27,0,0.04,T,0,
2018-04-08,46,26,36,-10.6,29,0,0,0,0,
2018-04-09,47,23,35,-12,30,0,0,0,0,
2018-04-10,43,29,36,-11.4,29,0,0.1,0.3,0,
2018-04-11,53,23,38,-9.8,27,0,0,0,0,
2018-04-12,59,30,44.5,-3.7,20,0,0.04,0,0,
2018-04-13,73,46,59.5,10.9,5,0,T,0,0,
2018-04-14,71,40,55.5,6.5,9,0,0,0,0,
2018-04-15,40,31,35.5,-13.9,29,0,0.38,0.5,0,
2018-04-16,44,31,37.5,-12.3,27,0,2.15,0.6,1,
2018-04-17,50,34,42,-8.2,23,0,0.02,0,0,
2018-04-18,53,32,42.5,-8.1,22,0,0,0,0,
2018-04-19,47,33,40,-10.9,25,0,0.14,T,0,
2018-04-20,53,31,42,-9.3,23,0,0,0,0,
2018-04-21,61,32,46.5,-5.2,18,0,0,0,0,
2018-04-22,65,34,49.5,-2.5,15,0,0,0,0,
2018-04-23,68,30,49,-3.4,16,0,0,0,0,
2018-04-24,69,36,52.5,-0.2,12,0,0,0,0,
2018-04-25,58,47,52.5,-0.6,12,0,1.16,0,0,
2018-04-26,67,47,57,3.6,8,0,0.06,0,0,
2018-04-27,56,44,50,-3.8,15,0,0.25,0,0,
2018-04-28,73,46,59.5,5.4,5,0,T,0,0,
2018-04-29,55,40,47.5,-6.9,17,0,0.09,0,0,
2018-04-30,54,41,47.5,-7.2,17,0,0.02,0,0,
2018-05-01,77,41,59,3.9,6,0,T,0,0,
2018-05-02,92,51,71.5,16.1,0,7,0,0,0,
2018-05-03,94,62,78,22.3,0,13,T,0,0,
2018-05-04,85,68,76.5,20.5,0,12,T,0,0,
2018-05-05,76,55,65.5,9.2,0,1,0,0,0,
2018-05-06,63,55,59,2.4,6,0,0.13,0,0,
2018-05-07,75,49,62,5.1,3,0,0,0,0,
2018-05-08,77,47,62,4.8,3,0,0,0,0,
2018-05-09,81,45,63,5.5,2,0,0,0,0,
2018-05-10,73,53,63,5.3,2,0,T,0,0,
2018-05-11,72,51,61.5,3.5,3,0,0,0,0,
2018-05-12,53,47,50,-8.3,15,0,0.15,0,0,
2018-05-13,58,45,51.5,-7.1,13,0,T,0,0,
2018-05-14,75,50,62.5,3.6,2,0,0,0,0,
2018-05-15,85,56,70.5,11.3,0,6,1.26,0,0,
2018-05-16,68,53,60.5,1.1,4,0,0.04,0,0,
2018-05-17,75,57,66,6.3,0,1,0.01,0,0,
2018-05-18,69,46,57.5,-2.5,7,0,0,0,0,
2018-05-19,57,44,50.5,-9.8,14,0,0.45,0,0,
2018-05-20,80,55,67.5,6.9,0,3,0.02,0,0,
2018-05-21,79,50,64.5,3.6,0,0,0,0,0,
2018-05-22,64,51,57.5,-3.7,7,0,0.05,0,0,
2018-05-23,85,55,70,8.6,0,5,0,0,0,
2018-05-24,82,52,67,5.3,0,2,0,0,0,
2018-05-25,89,52,70.5,8.5,0,6,0,0,0,
2018-05-26,92,62,77,14.7,0,12,0,0,0,
2018-05-27,71,50,60.5,-2.1,4,0,0.36,0,0,
2018-05-28,69,50,59.5,-3.4,5,0,T,0,0,
2018-05-29,90,60,75,11.8,0,10,0,0,0,
2018-05-30,85,59,72,8.5,0,7,0,0,0,
2018-05-31,79,50,64.5,0.7,0,0,0.01,0,0,
2018-06-01,81,65,73,8.9,0,8,0.01,0,0,
2018-06-02,88,68,78,13.6,0,13,T,0,0,
2018-06-03,74,51,62.5,-2.3,2,0,T,0,0,
2018-06-04,59,48,53.5,-11.6,11,0,0.37,0,0,
2018-06-05,73,49,61,-4.4,4,0,0.18,0,0,
2018-06-06,71,46,58.5,-7.2,6,0,T,0,0,
2018-06-07,72,52,62,-4,3,0,0,0,0,
2018-06-08,84,55,69.5,3.2,0,5,0,0,0,
2018-06-09,80,57,68.5,1.9,0,4,0,0,0,
2018-06-10,72,57,64.5,-2.4,0,0,0,0,0,
2018-06-11,76,53,64.5,-2.8,0,0,0,0,0,
2018-06-12,80,49,64.5,-3.1,0,0,0,0,0,
2018-06-13,73,56,64.5,-3.4,0,0,0.02,0,0,
2018-06-14,82,60,71,2.8,0,6,0,0,0,
2018-06-15,72,53,62.5,-6,2,0,0.01,0,0,
2018-06-16,87,48,67.5,-1.3,0,3,0,0,0,
2018-06-17,92,55,73.5,4.5,0,9,0,0,0,
2018-06-18,94,64,79,9.7,0,14,0.49,0,0,
2018-06-19,85,61,73,3.4,0,8,0.01,0,0,
2018-06-20,83,54,68.5,-1.4,0,4,0,0,0,
2018-06-21,86,59,72.5,2.4,0,8,0,0,0,
2018-06-22,81,55,68,-2.4,0,3,0,0,0,
2018-06-23,65,58,61.5,-9.2,3,0,0.05,0,0,
2018-06-24,81,58,69.5,-1.4,0,5,1.37,0,0,
2018-06-25,78,56,67,-4.1,0,2,T,0,0,
2018-06-26,80,47,63.5,-7.9,1,0,0,0,0,
2018-06-27,77,60,68.5,-3.1,0,4,0.3,0,0,
2018-06-28,83,65,74,2.2,0,9,1.22,0,0,
2018-06-29,90,64,77,5,0,12,0,0,0,
2018-06-30,93,65,79,6.8,0,14,0,0,0,
2018-07-01,98,68,83,10.6,0,18,0,0,0,
2018-07-02,95,73,84,11.5,0,19,0,0,0,
2018-07-03,95,73,84,11.3,0,19,0.02,0,0,
2018-07-04,94,74,84,11.1,0,19,0,0,0,
2018-07-05,92,74,83,10,0,18,0,0,0,
2018-07-06,86,62,74,0.9,0,9,0.27,0,0,
2018-07-07,80,52,66,-7.2,0,1,0,0,0,
2018-07-08,85,52,68.5,-4.9,0,4,0,0,0,
2018-07-09,91,60,75.5,2,0,11,0,0,0,
2018-07-10,93,63,78,4.4,0,13,T,0,0,
2018-07-11,86,65,75.5,1.9,0,11,T,0,0,
2018-07-12,84,57,70.5,-3.2,0,6,0,0,0,
2018-07-13,87,59,73,-0.8,0,8,0,0,0,
2018-07-14,86,63,74.5,0.7,0,10,T,0,0,
2018-07-15,90,70,80,6.1,0,15,0.02,0,0,
2018-07-16,94,68,81,7.1,0,16,0.08,0,0,
2018-07-17,91,71,81,7.1,0,16,2.14,0,0,
2018-07-18,84,59,71.5,-2.5,0,7,T,0,0,
2018-07-19,83,55,69,-5,0,4,0,0,0,
2018-07-20,85,55,70,-4,0,5,0,0,0,
2018-07-21,82,57,69.5,-4.5,0,5,0,0,0,
2018-07-22,84,65,74.5,0.5,0,10,1.7,0,0,
2018-07-23,83,73,78,4,0,13,0.41,0,0,
2018-07-24,88,74,81,7,0,16,0.05,0,0,
2018-07-25,80,73,76.5,2.6,0,12,0.59,0,0,
2018-07-26,86,72,79,5.1,0,14,1.03,0,0,
2018-07-27,90,69,79.5,5.6,0,15,0.08,0,0,
2018-07-28,88,66,77,3.2,0,12,T,0,0,
2018-07-29,83,66,74.5,0.7,0,10,0,0,0,
2018-07-30,82,59,70.5,-3.2,0,6,0,0,0,
2018-07-31,86,60,73,-0.7,0,8,0,0,0,
2018-08-01,83,68,75.5,1.9,0,11,0.1,0,0,
2018-08-02,92,73,82.5,8.9,0,18,1.17,0,0,
2018-08-03,88,72,80,6.5,0,15,0.05,0,0,
2018-08-04,83,70,76.5,3.1,0,12,1,0,0,
2018-08-05,91,65,78,4.7,0,13,0,0,0,
2018-08-06,93,67,80,6.7,0,15,0,0,0,
2018-08-07,93,71,82,8.8,0,17,2.11,0,0,
2018-08-08,91,70,80.5,7.4,0,16,0.32,0,0,
2018-08-09,90,68,79,6,0,14,0.03,0,0,
2018-08-10,86,65,75.5,2.6,0,11,0.05,0,0,
2018-08-11,72,66,69,-3.8,0,4,0.19,0,0,
2018-08-12,83,67,75,2.3,0,10,0.46,0,0,
2018-08-13,75,70,72.5,-0.1,0,8,0.62,0,0,
2018-08-14,86,69,77.5,5.1,0,13,0.6,0,0,
2018-08-15,89,67,78,5.7,0,13,0,0,0,
2018-08-16,90,70,80,7.8,0,15,0,0,0,
2018-08-17,89,68,78.5,6.5,0,14,0.43,0,0,
2018-08-18,86,68,77,5.1,0,12,1.72,0,0,
2018-08-19,80,64,72,0.3,0,7,0.02,0,0,
2018-08-20,80,61,70.5,-1.1,0,6,0,0,0,
2018-08-21,79,57,68,-3.4,0,3,0,0,0,
2018-08-22,84,67,75.5,4.3,0,11,0.23,0,0,
2018-08-23,79,59,69,-2,0,4,T,0,0,
2018-08-24,86,54,70,-0.8,0,5,0,0,0,
2018-08-25,81,59,70,-0.6,0,5,0,0,0,
2018-08-26,84,55,69.5,-0.9,0,5,0,0,0,
2018-08-27,88,67,77.5,7.3,0,13,0,0,0,
2018-08-28,95,72,83.5,13.6,0,19,0,0,0,
2018-08-29,95,74,84.5,14.8,0,20,0,0,0,
2018-08-30,88,67,77.5,8,0,13,0,0,0,
2018-08-31,76,63,69.5,0.3,0,5,0,0,0,
2018-09-01,80,58,69,0.1,0,4,0,0,0,
2018-09-02,85,60,72.5,3.9,0,8,0,0,0,
2018-09-03,94,71,82.5,14.1,0,18,0,0,0,
2018-09-04,91,68,79.5,11.4,0,15,0,0,0,
2018-09-05,92,66,79,11.3,0,14,0,0,0,
2018-09-06,96,71,83.5,16.1,0,19,0.27,0,0,
2018-09-07,72,64,68,0.9,0,3,T,0,0,
2018-09-08,68,53,60.5,-6.3,4,0,0,0,0,
2018-09-09,62,51,56.5,-9.9,8,0,0,0,0,
2018-09-10,61,52,56.5,-9.6,8,0,1.47,0,0,
2018-09-11,75,57,66,0.3,0,1,0.07,0,0,
2018-09-12,73,65,69,3.7,0,4,0.63,0,0,
2018-09-13,75,65,70,5,0,5,0.27,0,0,
2018-09-14,75,64,69.5,4.9,0,5,0,0,0,
2018-09-15,84,64,74,9.8,0,9,0,0,0,
2018-09-16,87,61,74,10.2,0,9,0,0,0,
2018-09-17,83,66,74.5,11.1,0,10,0.01,0,0,
2018-09-18,77,65,71,8,0,6,0.95,0,0,
2018-09-19,78,63,70.5,7.9,0,6,0,0,0,
2018-09-20,73,60,66.5,4.3,0,2,T,0,0,
2018-09-21,73,61,67,5.2,0,2,0,0,0,
2018-09-22,71,52,61.5,0.2,3,0,0.04,0,0,
2018-09-23,62,49,55.5,-5.4,9,0,0,0,0,
2018-09-24,60,45,52.5,-8,12,0,0,0,0,
2018-09-25,59,49,54,-6.1,11,0,1.93,0,0,
2018-09-26,82,59,70.5,10.8,0,6,0.29,0,0,
2018-09-27,74,55,64.5,5.3,0,0,T,0,0,
2018-09-28,62,53,57.5,-1.3,7,0,0.4,0,0,
2018-09-29,74,48,61,2.6,4,0,0,0,0,
2018-09-30,69,43,56,-2,9,0,0,0,0,
2018-10-01,71,51,61,3.4,4,0,0.16,0,0,
2018-10-02,61,56,58.5,1.3,6,0,1,0,0,
2018-10-03,75,57,66,9.2,0,1,0.01,0,0,
2018-10-04,77,58,67.5,11.1,0,3,T,0,0,
2018-10-05,66,50,58,2,7,0,0,0,0,
2018-10-06,63,52,57.5,1.9,7,0,0,0,0,
2018-10-07,82,62,72,16.8,0,7,T,0,0,
2018-10-08,64,57,60.5,5.7,4,0,T,0,0,
2018-10-09,80,58,69,14.6,0,4,T,0,0,
2018-10-10,85,66,75.5,21.5,0,11,0,0,0,
2018-10-11,78,66,72,18.3,0,7,0.78,0,0,
2018-10-12,66,46,56,2.7,9,0,0,0,0,
2018-10-13,55,39,47,-5.9,18,0,0.17,0,0,
2018-10-14,60,37,48.5,-4.1,16,0,0,0,0,
2018-10-15,65,39,52,-0.2,13,0,0.27,0,0,
2018-10-16,58,43,50.5,-1.4,14,0,T,0,0,
2018-10-17,64,37,50.5,-1.1,14,0,T,0,0,
2018-10-18,47,32,39.5,-11.7,25,0,0,0,0,
2018-10-19,62,31,46.5,-4.4,18,0,0,0,0,
2018-10-20,64,45,54.5,3.9,10,0,T,0,0,
2018-10-21,48,30,39,-11.3,26,0,0.01,0,0,
2018-10-22,50,27,38.5,-11.5,26,0,0,0,0,
